capture_label,elapsed_ms,raw_r,raw_g,raw_b,raw_c,balanced_r,balanced_g,balanced_b,normalized_r,normalized_g,normalized_b
White,10187,5258,4478,2244,12750,5258,6301,5594,307,367,326
White,10307,5378,4614,2319,13130,5378,6492,5781,305,368,328
White,10427,5473,4703,2377,13370,5473,6617,5926,304,367,329
White,10547,5861,4868,2552,14089,5861,6849,6362,307,359,334
White,10667,5582,4495,2394,13172,5582,6324,5968,312,354,334
White,10788,5575,4491,2392,13165,5575,6319,5963,312,354,334
White,10908,5821,4923,2553,14125,5821,6927,6365,305,362,333
White,11029,5779,4940,2541,14101,5779,6951,6335,303,365,332
White,11149,5838,4977,2561,14238,5838,7003,6385,304,364,332
White,11269,5877,4913,2565,14191,5877,6913,6395,306,360,333
White,11389,5839,4845,2543,14037,5839,6817,6340,307,359,334
White,11510,5854,4883,2554,14104,5854,6870,6367,307,360,334
White,11630,5561,4510,2399,13176,5561,6346,5981,311,355,334
White,11751,5687,4622,2451,13496,5687,6503,6110,311,355,334
White,11871,5521,4416,2360,12989,5521,6213,5883,313,353,334
White,11991,5636,4559,2426,13353,5636,6415,6048,311,354,334
White,12111,5317,4223,2266,12448,5317,5942,5649,314,351,334
White,12231,5020,3945,2136,11683,5020,5551,5325,316,349,335
White,12352,5264,4165,2241,12304,5264,5860,5587,315,351,334
White,12472,5535,4439,2370,13052,5535,6246,5908,313,353,334
White,12592,5220,4114,2214,12177,5220,5788,5520,316,350,334
White,12712,5321,4223,2267,12463,5321,5942,5652,315,351,334
White,12833,5464,4391,2344,12885,5464,6178,5844,312,353,334
White,12953,5708,4741,2493,13719,5708,6671,6215,307,359,334
White,13074,5613,4570,2426,13343,5613,6430,6048,310,355,334
White,13194,5332,4247,2277,12508,5332,5976,5677,314,352,334
White,13314,5028,3930,2129,11673,5028,5530,5308,317,349,335
White,13434,4943,3848,2085,11447,4943,5414,5198,318,348,334
White,13555,4908,3814,2070,11355,4908,5366,5161,318,348,334
White,13675,4899,3816,2070,11350,4899,5369,5161,318,348,334
White,13795,4484,3448,1887,10305,4484,4851,4704,319,346,335
White,13915,4440,3407,1870,10196,4440,4794,4662,320,345,335
White,14035,4568,3522,1924,10517,4568,4955,4797,319,346,335
White,14156,4741,3677,2001,10957,4741,5174,4988,318,347,335
White,14276,5112,4041,2180,11946,5112,5686,5435,315,350,335
White,14397,5611,4552,2422,13317,5611,6405,6038,311,355,334
White,14517,5877,4913,2574,14202,5877,6913,6417,306,360,334
White,14637,5879,5019,2597,14368,5879,7062,6474,303,364,333
White,14757,5699,4655,2466,13580,5699,6550,6148,310,356,334
White,14878,4969,3879,2101,11529,4969,5458,5238,317,348,334
White,14998,4930,3845,2085,11433,4930,5410,5198,317,348,335
White,15119,5768,4768,2514,13832,5768,6709,6267,308,358,334
White,15238,5898,4994,2601,14342,5898,7027,6484,304,362,334
White,15358,5637,4861,2473,13805,5637,6839,6165,302,367,331
White,15479,5806,4991,2564,14225,5806,7022,6392,302,365,333
White,15599,5800,4796,2530,13918,5800,6748,6307,308,358,335
White,15720,5020,3940,2132,11687,5020,5544,5315,316,349,335
White,15840,4801,3727,2026,11109,4801,5244,5051,318,347,335
White,15960,5541,4480,2390,13130,5541,6303,5958,311,354,335
White,16080,5835,4849,2551,14049,5835,6823,6360,307,359,334
White,16201,5819,5010,2574,14281,5819,7049,6417,302,366,333
White,16321,5736,4952,2525,14086,5736,6967,6295,302,367,331
White,16442,5891,4935,2586,14250,5891,6944,6447,306,360,334
White,16561,5304,4220,2269,12448,5304,5938,5657,314,351,335
White,16681,4830,3760,2044,11191,4830,5290,5096,317,348,335
White,16802,5241,4162,2240,12289,5241,5856,5584,314,351,335
White,16922,5893,4934,2587,14251,5893,6942,6449,306,360,334
White,17043,5867,5040,2591,14380,5867,7091,6459,302,365,333
White,17163,5302,4511,2256,12833,5302,6347,5624,307,367,326
White,17283,5729,4942,2519,14058,5729,6953,6280,302,367,331
White,17403,5745,4721,2498,13738,5745,6642,6228,309,357,335
White,17524,5346,4268,2290,12569,5346,6005,5709,313,352,335
White,17644,5726,4712,2494,13709,5726,6630,6218,308,357,335
White,17765,5923,5018,2611,14415,5923,7060,6509,304,362,334
White,17884,5733,4947,2518,14069,5733,6960,6277,302,367,331
White,18005,5184,4360,2165,12451,5184,6135,5397,310,367,323
White,18125,4982,4087,2008,11771,4982,5750,5006,317,365,318
White,18245,5015,4136,2034,11887,5015,5819,5071,315,366,319
White,18366,5906,4975,2594,14329,5906,7000,6467,305,361,334
White,18486,5676,4645,2464,13543,5676,6536,6143,309,356,335
White,18606,5554,4507,2404,13193,5554,6341,5993,310,354,335
White,18726,5849,4975,2587,14263,5849,7000,6449,303,363,334
White,18847,5826,5015,2576,14295,5826,7056,6422,302,366,333
White,18967,5795,4995,2557,14226,5795,7028,6375,302,366,332
White,19088,4853,3902,1895,11297,4853,5490,4724,322,364,314
White,19207,5463,4679,2351,13313,5463,6583,5861,305,368,327
White,19328,5888,5035,2599,14398,5888,7084,6479,303,364,333
White,19448,5719,4697,2488,13675,5719,6609,6203,309,357,335
White,19569,5628,4601,2445,13425,5628,6474,6095,309,356,335
White,19689,5860,4923,2580,14194,5860,6927,6432,305,360,335
White,19810,5558,4776,2411,13584,5558,6720,6011,304,367,329
